"","Draudėjo.kodas..code.","Juridinių.asmenų.registro.kodas..jarCode.","Pavadinimas..name.","Savivaldybė..kurioje.registruota.municipality.","Ekonominės.veiklos.rūšies.kodas.ecoActCode.","Ekonominės.veiklos.rūšies.pavadinimas.ecoActName.","Mėnuo..month.","Vidutinis.darbo.užmokestis..avgWage.","Apdraustųjų.skaičius..numInsured.","Vidutinis.darbo.užmokestis.II..avgWage2.","Apdraustųjų.skaičius.II..numInsured2.","Valstybinio.socialinio.draudimo.įmoka..tax."
"1",41055,110379432,"UŽDAROJI AKCINĖ BENDROVĖ ""NAUJASIS VILNIUS""","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202301,"1095.33",47,"",0,"11502.86"
"2",41055,110379432,"UŽDAROJI AKCINĖ BENDROVĖ ""NAUJASIS VILNIUS""","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202302,"1103.60",47,"",0,"11548.25"
"3",41055,110379432,"UŽDAROJI AKCINĖ BENDROVĖ ""NAUJASIS VILNIUS""","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202303,"1056.77",51,"",0,"12019.33"
"4",41055,110379432,"UŽDAROJI AKCINĖ BENDROVĖ ""NAUJASIS VILNIUS""","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202304,"1076.52",52,"",0,"12586.03"
"5",41055,110379432,"UŽDAROJI AKCINĖ BENDROVĖ ""NAUJASIS VILNIUS""","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202305,"1065.41",53,"",0,"12670.18"
"6",41055,110379432,"UŽDAROJI AKCINĖ BENDROVĖ ""NAUJASIS VILNIUS""","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202306,"1110.29",60,"",0,"14828.45"
"7",41055,110379432,"UŽDAROJI AKCINĖ BENDROVĖ ""NAUJASIS VILNIUS""","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202307,"983.76",65,"",0,"14142.58"
"8",41055,110379432,"UŽDAROJI AKCINĖ BENDROVĖ ""NAUJASIS VILNIUS""","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202308,"1089.78",58,"",0,"14025.49"
"9",41055,110379432,"UŽDAROJI AKCINĖ BENDROVĖ ""NAUJASIS VILNIUS""","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202309,"1107.72",58,"",0,"14272.54"
"10",41055,110379432,"UŽDAROJI AKCINĖ BENDROVĖ ""NAUJASIS VILNIUS""","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202310,"1096.56",59,"",0,"14367.37"
"11",41055,110379432,"UŽDAROJI AKCINĖ BENDROVĖ ""NAUJASIS VILNIUS""","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202311,"1140.30",57,"",0,"14424.83"
"12",41055,110379432,"UŽDAROJI AKCINĖ BENDROVĖ ""NAUJASIS VILNIUS""","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202312,"1221.23",56,"",0,"15193.96"
"13",73383,110617848,"UŽDAROJI AKCINĖ BENDROVĖ UCOBAS","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202301,"1331.72",45,"",0,"13927.25"
"14",73383,110617848,"UŽDAROJI AKCINĖ BENDROVĖ UCOBAS","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202302,"1155.73",46,"",0,"12380.83"
"15",73383,110617848,"UŽDAROJI AKCINĖ BENDROVĖ UCOBAS","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202303,"1274.91",47,"",0,"13949.86"
"16",73383,110617848,"UŽDAROJI AKCINĖ BENDROVĖ UCOBAS","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202304,"1239.15",49,"",0,"14084.25"
"17",73383,110617848,"UŽDAROJI AKCINĖ BENDROVĖ UCOBAS","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202305,"1363.57",52,"",0,"16283.54"
"18",73383,110617848,"UŽDAROJI AKCINĖ BENDROVĖ UCOBAS","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202306,"1368.70",53,"",0,"16784.75"
"19",73383,110617848,"UŽDAROJI AKCINĖ BENDROVĖ UCOBAS","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202307,"1355.96",49,"",0,"15376.10"
"20",73383,110617848,"UŽDAROJI AKCINĖ BENDROVĖ UCOBAS","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202308,"1410.85",50,"",0,"16244.98"
"21",73383,110617848,"UŽDAROJI AKCINĖ BENDROVĖ UCOBAS","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202309,"1376.54",52,"",0,"16593.65"
"22",73383,110617848,"UŽDAROJI AKCINĖ BENDROVĖ UCOBAS","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202310,"1423.19",47,"",0,"15488.44"
"23",73383,110617848,"UŽDAROJI AKCINĖ BENDROVĖ UCOBAS","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202311,"1246.04",50,"",0,"14314.32"
"24",73383,110617848,"UŽDAROJI AKCINĖ BENDROVĖ UCOBAS","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202312,"1290.91",51,"",0,"15231.44"
"25",81025,110658510,"UŽDAROJI AKCINĖ BENDROVĖ VANDENS MALŪNAS","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202301,"631.32",13,"",0,"1854.67"
"26",81025,110658510,"UŽDAROJI AKCINĖ BENDROVĖ VANDENS MALŪNAS","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202302,"709.14",13,"",0,"2081.67"
"27",81025,110658510,"UŽDAROJI AKCINĖ BENDROVĖ VANDENS MALŪNAS","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202303,"651.70",12,"",0,"1747.70"
"28",81025,110658510,"UŽDAROJI AKCINĖ BENDROVĖ VANDENS MALŪNAS","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202304,"698.45",14,"",0,"2199.19"
"29",81025,110658510,"UŽDAROJI AKCINĖ BENDROVĖ VANDENS MALŪNAS","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202305,"553.70",19,"",0,"2336.53"
"30",81025,110658510,"UŽDAROJI AKCINĖ BENDROVĖ VANDENS MALŪNAS","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202306,"599.81",23,"",0,"3061.65"
"31",81025,110658510,"UŽDAROJI AKCINĖ BENDROVĖ VANDENS MALŪNAS","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202307,"798.14",20,"",0,"3624.42"
"32",81025,110658510,"UŽDAROJI AKCINĖ BENDROVĖ VANDENS MALŪNAS","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202308,"779.97",18,"",0,"3213.58"
"33",81025,110658510,"UŽDAROJI AKCINĖ BENDROVĖ VANDENS MALŪNAS","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202309,"722.11",17,"",0,"2751.10"
"34",81025,110658510,"UŽDAROJI AKCINĖ BENDROVĖ VANDENS MALŪNAS","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202310,"679.78",17,"",0,"2565.55"
"35",81025,110658510,"UŽDAROJI AKCINĖ BENDROVĖ VANDENS MALŪNAS","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202311,"793.15",13,"",0,"2321.81"
"36",81025,110658510,"UŽDAROJI AKCINĖ BENDROVĖ VANDENS MALŪNAS","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202312,"847.90",11,"",0,"2077.86"
"37",66199,110662366,"LIETUVOS IR KINIJOS UŽDAROJI AKCINĖ BENDROVĖ WONDER","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202301,"290.29",4,"",0,"275.57"
"38",66199,110662366,"LIETUVOS IR KINIJOS UŽDAROJI AKCINĖ BENDROVĖ WONDER","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202302,"285.15",4,"",0,"270.90"
"39",66199,110662366,"LIETUVOS IR KINIJOS UŽDAROJI AKCINĖ BENDROVĖ WONDER","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202303,"292.86",4,"",0,"277.91"
"40",66199,110662366,"LIETUVOS IR KINIJOS UŽDAROJI AKCINĖ BENDROVĖ WONDER","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202304,"285.15",4,"",0,"270.90"
"41",66199,110662366,"LIETUVOS IR KINIJOS UŽDAROJI AKCINĖ BENDROVĖ WONDER","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202305,"274.61",4,"",0,"260.20"
"42",66199,110662366,"LIETUVOS IR KINIJOS UŽDAROJI AKCINĖ BENDROVĖ WONDER","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202306,"289.01",4,"",0,"274.32"
"43",66199,110662366,"LIETUVOS IR KINIJOS UŽDAROJI AKCINĖ BENDROVĖ WONDER","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202307,"290.29",4,"",0,"275.73"
"44",66199,110662366,"LIETUVOS IR KINIJOS UŽDAROJI AKCINĖ BENDROVĖ WONDER","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202308,"290.29",4,"",0,"275.42"
"45",66199,110662366,"LIETUVOS IR KINIJOS UŽDAROJI AKCINĖ BENDROVĖ WONDER","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202309,"289.01",4,"",0,"274.48"
"46",66199,110662366,"LIETUVOS IR KINIJOS UŽDAROJI AKCINĖ BENDROVĖ WONDER","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202310,"290.29",4,"",0,"275.57"
"47",66199,110662366,"LIETUVOS IR KINIJOS UŽDAROJI AKCINĖ BENDROVĖ WONDER","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202311,"291.51",4,"",0,"276.76"
"48",66199,110662366,"LIETUVOS IR KINIJOS UŽDAROJI AKCINĖ BENDROVĖ WONDER","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202312,"292.79",4,"",0,"278.16"
"49",152178,110684448,"UAB ""AKSEL""","Klaipėdos r. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202301,"203.24",6,"",0,"281.75"
"50",152178,110684448,"UAB ""AKSEL""","Klaipėdos r. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202302,"166.62",9,"",0,"347.96"
"51",152178,110684448,"UAB ""AKSEL""","Klaipėdos r. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202303,"197.34",9,"",0,"399.99"
"52",152178,110684448,"UAB ""AKSEL""","Klaipėdos r. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202304,"233.43",9,"",0,"477.97"
"53",152178,110684448,"UAB ""AKSEL""","Klaipėdos r. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202305,"260.65",8,"",0,"472.33"
"54",152178,110684448,"UAB ""AKSEL""","Klaipėdos r. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202306,"255.68",8,"",0,"462.57"
"55",152178,110684448,"UAB ""AKSEL""","Klaipėdos r. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202307,"258.24",8,"",0,"465.11"
"56",152178,110684448,"UAB ""AKSEL""","Klaipėdos r. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202308,"253.00",7,"",0,"397.21"
"57",152178,110684448,"UAB ""AKSEL""","Klaipėdos r. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202309,"225.47",8,"",0,"406.62"
"58",152178,110684448,"UAB ""AKSEL""","Klaipėdos r. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202310,"197.21",9,"",0,"403.54"
"59",152178,110684448,"UAB ""AKSEL""","Klaipėdos r. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202311,"196.02",9,"",0,"403.42"
"60",152178,110684448,"UAB ""AKSEL""","Klaipėdos r. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202312,"115.05",6,"",0,"169.55"
"61",448956,110708618,"UAB PAS STANLEY","Kauno m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202301,"795.23",15,"",0,"2722.77"
"62",448956,110708618,"UAB PAS STANLEY","Kauno m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202302,"682.31",16,"",0,"2536.21"
"63",448956,110708618,"UAB PAS STANLEY","Kauno m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202303,"743.03",24,"",0,"4138.15"
"64",448956,110708618,"UAB PAS STANLEY","Kauno m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202304,"880.95",25,"",0,"5081.79"
"65",448956,110708618,"UAB PAS STANLEY","Kauno m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202305,"726.99",34,"",0,"5747.39"
"66",448956,110708618,"UAB PAS STANLEY","Kauno m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202306,"851.74",33,"",0,"6508.96"
"67",448956,110708618,"UAB PAS STANLEY","Kauno m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202307,"813.71",32,"",0,"6056.02"
"68",448956,110708618,"UAB PAS STANLEY","Kauno m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202308,"858.07",30,"",0,"6001.13"
"69",448956,110708618,"UAB PAS STANLEY","Kauno m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202309,"820.73",27,"",0,"5209.17"
"70",448956,110708618,"UAB PAS STANLEY","Kauno m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202310,"896.50",25,"",0,"5255.65"
"71",448956,110708618,"UAB PAS STANLEY","Kauno m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202311,"882.06",24,"",0,"4953.61"
"72",448956,110708618,"UAB PAS STANLEY","Kauno m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202312,"960.31",22,"",0,"4950.95"
"73",120952,110757686,"LIETUVOS IR VOKIETIJOS UŽDAROJI AKCINĖ BENDROVĖ ""BERVOKĖ""","Vilniaus r. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202301,"",3,"",0,""
"74",120952,110757686,"LIETUVOS IR VOKIETIJOS UŽDAROJI AKCINĖ BENDROVĖ ""BERVOKĖ""","Vilniaus r. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202302,"",3,"",0,""
"75",120952,110757686,"LIETUVOS IR VOKIETIJOS UŽDAROJI AKCINĖ BENDROVĖ ""BERVOKĖ""","Vilniaus r. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202303,"",3,"",0,""
"76",120952,110757686,"LIETUVOS IR VOKIETIJOS UŽDAROJI AKCINĖ BENDROVĖ ""BERVOKĖ""","Vilniaus r. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202304,"",3,"",0,""
"77",120952,110757686,"LIETUVOS IR VOKIETIJOS UŽDAROJI AKCINĖ BENDROVĖ ""BERVOKĖ""","Vilniaus r. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202305,"",3,"",0,""
"78",120952,110757686,"LIETUVOS IR VOKIETIJOS UŽDAROJI AKCINĖ BENDROVĖ ""BERVOKĖ""","Vilniaus r. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202306,"",3,"",0,""
"79",120952,110757686,"LIETUVOS IR VOKIETIJOS UŽDAROJI AKCINĖ BENDROVĖ ""BERVOKĖ""","Vilniaus r. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202307,"",3,"",0,""
"80",120952,110757686,"LIETUVOS IR VOKIETIJOS UŽDAROJI AKCINĖ BENDROVĖ ""BERVOKĖ""","Vilniaus r. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202308,"",3,"",0,""
"81",120952,110757686,"LIETUVOS IR VOKIETIJOS UŽDAROJI AKCINĖ BENDROVĖ ""BERVOKĖ""","Vilniaus r. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202309,"",3,"",0,""
"82",120952,110757686,"LIETUVOS IR VOKIETIJOS UŽDAROJI AKCINĖ BENDROVĖ ""BERVOKĖ""","Vilniaus r. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202310,"",3,"",0,""
"83",120952,110757686,"LIETUVOS IR VOKIETIJOS UŽDAROJI AKCINĖ BENDROVĖ ""BERVOKĖ""","Vilniaus r. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202311,"",3,"",0,""
"84",120952,110757686,"LIETUVOS IR VOKIETIJOS UŽDAROJI AKCINĖ BENDROVĖ ""BERVOKĖ""","Vilniaus r. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202312,"",3,"",0,""
"85",449404,110794713,"UŽDAROJI AKCINĖ BENDROVĖ ITALITA","Kauno m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202301,"1152.52",10,"",0,"2756.39"
"86",449404,110794713,"UŽDAROJI AKCINĖ BENDROVĖ ITALITA","Kauno m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202302,"1254.90",9,"",0,"2701.94"
"87",449404,110794713,"UŽDAROJI AKCINĖ BENDROVĖ ITALITA","Kauno m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202303,"1288.22",10,"",0,"3045.92"
"88",449404,110794713,"UŽDAROJI AKCINĖ BENDROVĖ ITALITA","Kauno m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202304,"1140.80",10,"",0,"2687.51"
"89",449404,110794713,"UŽDAROJI AKCINĖ BENDROVĖ ITALITA","Kauno m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202305,"1233.69",9,"",0,"2611.85"
"90",449404,110794713,"UŽDAROJI AKCINĖ BENDROVĖ ITALITA","Kauno m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202306,"1133.84",12,"",0,"3204.29"
"91",449404,110794713,"UŽDAROJI AKCINĖ BENDROVĖ ITALITA","Kauno m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202307,"1181.10",12,"",0,"3313.63"
"92",449404,110794713,"UŽDAROJI AKCINĖ BENDROVĖ ITALITA","Kauno m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202308,"1129.60",12,"",0,"3159.90"
"93",449404,110794713,"UŽDAROJI AKCINĖ BENDROVĖ ITALITA","Kauno m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202309,"1189.13",11,"",0,"3066.79"
"94",449404,110794713,"UŽDAROJI AKCINĖ BENDROVĖ ITALITA","Kauno m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202310,"1124.76",12,"",0,"3175.40"
"95",449404,110794713,"UŽDAROJI AKCINĖ BENDROVĖ ITALITA","Kauno m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202311,"1144.63",12,"",0,"3234.25"
"96",449404,110794713,"UŽDAROJI AKCINĖ BENDROVĖ ITALITA","Kauno m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202312,"1198.95",12,"",0,"3394.73"
"97",720635,110898092,"UAB GRETANA","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202301,"925.97",17,"",0,"3707.51"
"98",720635,110898092,"UAB GRETANA","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202302,"1006.85",17,"",0,"4020.93"
"99",720635,110898092,"UAB GRETANA","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202303,"1046.41",17,"",0,"4164.50"
"100",720635,110898092,"UAB GRETANA","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202304,"1016.31",18,"",0,"4268.66"
"101",720635,110898092,"UAB GRETANA","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202305,"997.24",20,"",0,"4648.21"
"102",720635,110898092,"UAB GRETANA","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202306,"975.84",20,"",0,"4563.31"
"103",720635,110898092,"UAB GRETANA","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202307,"968.16",20,"",0,"4527.20"
"104",720635,110898092,"UAB GRETANA","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202308,"971.50",20,"",0,"4542.90"
"105",720635,110898092,"UAB GRETANA","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202309,"969.31",19,"",0,"4307.16"
"106",720635,110898092,"UAB GRETANA","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202310,"885.52",19,"",0,"3920.83"
"107",720635,110898092,"UAB GRETANA","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202311,"1065.60",18,"",0,"4496.47"
"108",720635,110898092,"UAB GRETANA","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202312,"1049.63",17,"",0,"4174.11"
"109",67447,111523946,"UŽDAROJI AKCINĖ BENDROVĖ ""FLAVIO SVEČIŲ NAMAI""","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202301,"707.16",7,"",0,"1099.99"
"110",67447,111523946,"UŽDAROJI AKCINĖ BENDROVĖ ""FLAVIO SVEČIŲ NAMAI""","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202302,"592.38",8,"",0,"1054.17"
"111",67447,111523946,"UŽDAROJI AKCINĖ BENDROVĖ ""FLAVIO SVEČIŲ NAMAI""","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202303,"522.33",9,"",0,"1049.45"
"112",67447,111523946,"UŽDAROJI AKCINĖ BENDROVĖ ""FLAVIO SVEČIŲ NAMAI""","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202304,"571.03",8,"",0,"1018.87"
"113",67447,111523946,"UŽDAROJI AKCINĖ BENDROVĖ ""FLAVIO SVEČIŲ NAMAI""","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202305,"518.84",9,"",0,"1044.79"
"114",67447,111523946,"UŽDAROJI AKCINĖ BENDROVĖ ""FLAVIO SVEČIŲ NAMAI""","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202306,"534.43",9,"",0,"1071.78"
"115",67447,111523946,"UŽDAROJI AKCINĖ BENDROVĖ ""FLAVIO SVEČIŲ NAMAI""","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202307,"674.92",6,"",0,"964.79"
"116",67447,111523946,"UŽDAROJI AKCINĖ BENDROVĖ ""FLAVIO SVEČIŲ NAMAI""","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202308,"477.75",8,"",0,"895.25"
"117",67447,111523946,"UŽDAROJI AKCINĖ BENDROVĖ ""FLAVIO SVEČIŲ NAMAI""","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202309,"777.48",5,"",0,"903.62"
"118",67447,111523946,"UŽDAROJI AKCINĖ BENDROVĖ ""FLAVIO SVEČIŲ NAMAI""","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202310,"648.70",6,"",0,"905.98"
"119",67447,111523946,"UŽDAROJI AKCINĖ BENDROVĖ ""FLAVIO SVEČIŲ NAMAI""","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202311,"606.73",6,"",0,"844.54"
"120",67447,111523946,"UŽDAROJI AKCINĖ BENDROVĖ ""FLAVIO SVEČIŲ NAMAI""","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202312,"657.40",6,"",0,"917.86"
"121",43718,111537013,"UAB PREMIER RESTAURANTS","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202301,"816.64",1255,"",0,"233529.08"
"122",43718,111537013,"UAB PREMIER RESTAURANTS","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202302,"837.41",1235,"",0,"236418.50"
"123",43718,111537013,"UAB PREMIER RESTAURANTS","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202303,"828.82",1264,"",0,"237458.40"
"124",43718,111537013,"UAB PREMIER RESTAURANTS","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202304,"862.40",1293,"",0,"252880.03"
"125",43718,111537013,"UAB PREMIER RESTAURANTS","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202305,"856.12",1295,"",0,"250725.24"
"126",43718,111537013,"UAB PREMIER RESTAURANTS","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202306,"872.42",1289,"",0,"253728.11"
"127",43718,111537013,"UAB PREMIER RESTAURANTS","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202307,"1029.82",1250,"",0,"292909.79"
"128",43718,111537013,"UAB PREMIER RESTAURANTS","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202308,"1007.29",1214,"",0,"277419.91"
"129",43718,111537013,"UAB PREMIER RESTAURANTS","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202309,"875.83",1202,"",0,"239932.82"
"130",43718,111537013,"UAB PREMIER RESTAURANTS","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202310,"943.91",1202,"",0,"258352.20"
"131",43718,111537013,"UAB PREMIER RESTAURANTS","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202311,"895.22",1193,"",0,"242595.53"
"132",43718,111537013,"UAB PREMIER RESTAURANTS","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202312,"922.21",1195,"",0,"249745.56"
"133",12681,111649069,"BUI THI MAI INDIVIDUALI ĮMONĖ","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202301,"",2,"",0,""
"134",12681,111649069,"BUI THI MAI INDIVIDUALI ĮMONĖ","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202302,"",2,"",0,""
"135",12681,111649069,"BUI THI MAI INDIVIDUALI ĮMONĖ","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202303,"",2,"",0,""
"136",12681,111649069,"BUI THI MAI INDIVIDUALI ĮMONĖ","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202304,"",2,"",0,""
"137",12681,111649069,"BUI THI MAI INDIVIDUALI ĮMONĖ","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202305,"",2,"",0,""
"138",12681,111649069,"BUI THI MAI INDIVIDUALI ĮMONĖ","Vilniaus m. sav.",561000,"Restoranų ir pagaminto valgio teikimo veikla",202306,"",2,"",0,""
